Latitude (decimal degrees):	51.437
Longitude (decimal degrees):	7.120
Elevation (m):	110
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230222:2310,0.0,0.0,0.0,8.12,1.86,0.0
20230223:0010,0.0,0.0,0.0,7.83,1.52,0.0
20230223:0110,0.0,0.0,0.0,7.77,1.17,0.0
20230223:0210,0.0,0.0,0.0,7.64,1.03,0.0
20230223:0310,0.0,0.0,0.0,7.53,0.97,0.0
20230223:0410,0.0,0.0,0.0,7.39,1.03,0.0
20230223:0510,0.0,0.0,0.0,7.22,1.1,0.0
20230223:0610,0.0,0.0,0.0,7.03,1.03,0.0
20230223:0710,1.13,8.32,5.19,7.23,1.03,0.0
20230223:0810,13.3,27.72,13.35,7.21,1.1,0.0
20230223:0910,28.1,47.13,20.27,7.34,1.24,0.0
20230223:1010,38.59,60.07,25.42,7.43,1.38,0.0
20230223:1110,30.98,50.83,28.28,7.96,1.59,0.0
20230223:1210,20.84,37.89,28.48,7.72,2.14,0.0
20230223:1310,30.32,49.9,26.0,7.59,2.9,0.0
20230223:1410,20.14,36.97,21.16,7.73,3.1,0.0
20230223:1510,25.17,43.44,14.46,7.67,2.9,0.0
20230223:1610,0.0,5.54,6.46,7.35,1.93,0.0
20230223:1710,0.0,0.0,0.0,7.11,1.52,0.0
20230223:1810,0.0,0.0,0.0,6.9,1.45,0.0
20230223:1910,0.0,0.0,0.0,6.61,1.93,0.0
20230223:2010,0.0,0.0,0.0,6.44,2.07,0.0
20230223:2110,0.0,0.0,0.0,6.26,2.21,0.0
20230223:2210,0.0,0.0,0.0,5.96,2.21,0.0
20230223:2310,0.0,0.0,0.0,5.61,2.14,0.0
20230224:0010,0.0,0.0,0.0,5.22,2.28,0.0
20230224:0110,0.0,0.0,0.0,4.53,2.0,0.0
20230224:0210,0.0,0.0,0.0,4.16,1.72,0.0
20230224:0310,0.0,0.0,0.0,3.79,1.66,0.0
20230224:0410,0.0,0.0,0.0,3.29,1.52,0.0
20230224:0510,0.0,0.0,0.0,3.01,1.72,0.0
20230224:0610,0.0,0.0,0.0,2.7,1.86,0.0
20230224:0710,4.23,13.86,5.51,2.26,2.07,0.0
20230224:0810,28.82,47.13,13.68,2.59,2.69,0.0
20230224:0910,137.52,169.52,20.62,3.17,4.0,0.0
20230224:1010,92.18,120.14,25.78,3.33,4.76,0.0
20230224:1110,67.58,92.42,28.65,3.03,4.83,0.0
20230224:1210,63.58,87.79,28.85,2.92,5.66,0.0
20230224:1310,49.96,72.08,26.35,2.54,5.72,0.0
20230224:1410,32.68,51.75,21.48,2.52,5.24,0.0
20230224:1510,51.19,73.63,14.77,3.04,5.52,0.0
20230224:1610,1.18,8.32,6.74,3.71,5.1,0.0
20230224:1710,0.0,0.0,0.0,3.88,4.21,0.0
20230224:1810,0.0,0.0,0.0,3.82,4.62,0.0
20230224:1910,0.0,0.0,0.0,3.81,4.76,0.0
20230224:2010,0.0,0.0,0.0,3.43,4.69,0.0
20230224:2110,0.0,0.0,0.0,2.88,4.14,0.0
20230224:2210,0.0,0.0,0.0,2.43,4.07,0.0
20230224:2310,0.0,0.0,0.0,2.16,4.07,0.0
20230225:0010,0.0,0.0,0.0,1.96,4.07,0.0
20230225:0110,0.0,0.0,0.0,1.99,4.14,0.0
20230225:0210,0.0,0.0,0.0,1.86,4.07,0.0
20230225:0310,0.0,0.0,0.0,1.77,3.93,0.0
20230225:0410,0.0,0.0,0.0,1.93,3.86,0.0
20230225:0510,0.0,0.0,0.0,1.66,3.66,0.0
20230225:0610,0.0,0.0,0.0,1.32,3.24,0.0
20230225:0710,9.08,21.26,5.83,1.53,3.24,0.0
20230225:0810,13.02,26.8,14.01,1.93,3.31,0.0
20230225:0910,72.58,97.96,20.97,2.45,3.24,0.0
20230225:1010,154.96,189.24,26.15,3.32,3.38,0.0
20230225:1110,75.28,101.66,29.02,4.3,4.34,0.0
20230225:1210,35.38,55.45,29.21,4.67,5.03,0.0
20230225:1310,416.38,476.28,26.7,4.84,5.24,0.0
20230225:1410,466.69,532.27,21.81,4.66,5.24,0.0
20230225:1510,421.7,485.58,15.07,4.39,5.1,0.0
20230225:1610,155.13,200.91,7.03,3.68,4.62,0.0
20230225:1710,0.0,0.0,0.0,2.72,3.93,0.0
20230225:1810,0.0,0.0,0.0,1.85,3.66,0.0
20230225:1910,0.0,0.0,0.0,0.9,3.24,0.0
20230225:2010,0.0,0.0,0.0,0.29,3.1,0.0
20230225:2110,0.0,0.0,0.0,-0.23,2.97,0.0
20230225:2210,0.0,0.0,0.0,-0.65,2.97,0.0
20230225:2310,0.0,0.0,0.0,-0.96,3.03,0.0
20230226:0010,0.0,0.0,0.0,-1.19,3.03,0.0
20230226:0110,0.0,0.0,0.0,-1.49,2.9,0.0
20230226:0210,0.0,0.0,0.0,-1.83,2.97,0.0
20230226:0310,0.0,0.0,0.0,-2.08,3.1,0.0
20230226:0410,0.0,0.0,0.0,-2.24,3.24,0.0
20230226:0510,0.0,0.0,0.0,-2.32,3.45,0.0
20230226:0610,0.0,0.0,0.0,-2.41,3.59,0.0
20230226:0710,134.89,176.7,6.15,-2.35,3.45,0.0
20230226:0810,404.17,456.95,14.35,-1.35,4.21,0.0
20230226:0910,619.0,691.25,21.32,-0.25,5.59,0.0
20230226:1010,456.15,510.39,26.52,0.66,5.72,0.0
20230226:1110,754.94,856.77,29.4,1.21,5.59,0.0
20230226:1210,615.92,695.7,29.58,1.91,5.59,0.0
20230226:1310,639.46,723.63,27.05,2.3,5.59,0.0
20230226:1410,614.58,695.5,22.14,2.56,5.45,0.0
20230226:1510,405.16,462.43,15.38,2.68,5.45,0.0
20230226:1610,165.94,212.39,7.31,2.22,4.14,0.0
20230226:1710,0.0,0.0,0.0,1.26,3.66,0.0
20230226:1810,0.0,0.0,0.0,0.55,3.38,0.0
20230226:1910,0.0,0.0,0.0,0.05,2.83,0.0
20230226:2010,0.0,0.0,0.0,-0.39,2.69,0.0
20230226:2110,0.0,0.0,0.0,-0.94,2.62,0.0
20230226:2210,0.0,0.0,0.0,-1.33,2.62,0.0
20230226:2310,0.0,0.0,0.0,-1.68,2.62,0.0
20230227:0010,0.0,0.0,0.0,-1.88,2.62,0.0
20230227:0110,0.0,0.0,0.0,-2.14,2.55,0.0
20230227:0210,0.0,0.0,0.0,-2.33,2.55,0.0
20230227:0310,0.0,0.0,0.0,-2.53,2.48,0.0
20230227:0410,0.0,0.0,0.0,-2.54,2.41,0.0
20230227:0510,0.0,0.0,0.0,-2.73,2.34,0.0
20230227:0610,0.0,0.0,0.0,-2.86,2.34,0.0
20230227:0710,127.57,167.16,6.48,-2.82,2.34,0.0
20230227:0810,408.64,466.31,14.69,-1.38,2.34,0.0
20230227:0910,606.09,691.26,21.68,0.54,2.97,0.0
20230227:1010,732.68,841.85,26.89,1.93,4.07,0.0
20230227:1110,733.07,842.92,29.77,2.76,4.62,0.0
20230227:1210,689.66,792.57,29.95,2.99,4.41,0.0
20230227:1310,607.99,694.96,27.41,3.13,4.34,0.0
20230227:1410,427.25,485.63,22.47,3.04,4.55,0.0
20230227:1510,278.13,322.66,15.68,2.71,4.21,0.0
20230227:1610,152.94,196.54,7.6,2.13,3.66,0.0
20230227:1710,0.0,0.0,0.0,1.27,3.38,0.0
20230227:1810,0.0,0.0,0.0,0.57,3.24,0.0
20230227:1910,0.0,0.0,0.0,0.29,2.97,0.0
20230227:2010,0.0,0.0,0.0,-0.45,2.69,0.0
20230227:2110,0.0,0.0,0.0,-1.06,2.55,0.0
20230227:2210,0.0,0.0,0.0,-1.46,2.41,0.0
20230227:2310,0.0,0.0,0.0,-1.83,2.34,0.0
20230228:0010,0.0,0.0,0.0,-2.09,2.28,0.0
20230228:0110,0.0,0.0,0.0,-2.36,2.21,0.0
20230228:0210,0.0,0.0,0.0,-2.5,2.21,0.0
20230228:0310,0.0,0.0,0.0,-2.63,2.28,0.0
20230228:0410,0.0,0.0,0.0,-2.75,2.34,0.0
20230228:0510,0.0,0.0,0.0,-2.82,2.34,0.0
20230228:0610,0.0,0.0,0.0,-2.96,2.34,0.0
20230228:0710,140.26,182.04,6.81,-2.57,2.41,0.0
20230228:0810,404.43,462.1,15.04,-0.9,2.41,0.0
20230228:0910,572.22,651.7,22.04,0.86,3.03,0.0
20230228:1010,379.87,432.66,27.26,2.17,3.93,0.0
20230228:1110,754.48,871.01,30.15,3.17,4.62,0.0
20230228:1210,592.48,679.03,30.33,3.68,4.41,0.0
20230228:1310,743.5,863.98,27.76,3.93,4.07,0.0
20230228:1410,627.16,722.23,22.8,4.06,4.0,0.0
20230228:1510,438.73,506.26,15.98,3.85,3.93,0.0
20230228:1610,178.05,227.49,7.88,3.19,3.24,0.0
20230228:1710,0.0,0.0,0.0,1.67,2.97,0.0
20230228:1810,0.0,0.0,0.0,0.45,2.83,0.0
20230228:1910,0.0,0.0,0.0,-0.05,2.48,0.0
20230228:2010,0.0,0.0,0.0,-0.67,2.41,0.0
20230228:2110,0.0,0.0,0.0,-1.13,2.34,0.0
20230228:2210,0.0,0.0,0.0,-1.54,2.21,0.0
20230228:2310,0.0,0.0,0.0,-1.91,2.28,0.0
20230301:0010,0.0,0.0,0.0,-2.21,2.21,0.0
20230301:0110,0.0,0.0,0.0,-2.53,2.14,0.0
20230301:0210,0.0,0.0,0.0,-2.8,2.21,0.0
20230301:0310,0.0,0.0,0.0,-2.96,2.28,0.0
20230301:0410,0.0,0.0,0.0,-3.04,2.34,0.0
20230301:0510,0.0,0.0,0.0,-3.1,2.41,0.0
20230301:0610,0.0,0.0,0.0,-3.13,2.48,0.0
20230301:0710,142.93,183.91,7.14,-3.15,2.62,0.0
20230301:0810,401.37,456.66,15.38,-1.48,2.62,0.0
20230301:0910,604.98,688.48,22.4,0.52,3.24,0.0
20230301:1010,733.57,849.07,27.64,2.04,3.45,0.0
20230301:1110,817.75,962.1,30.54,3.28,3.52,0.0
20230301:1210,738.4,863.18,30.7,4.18,3.72,0.0
20230301:1310,749.08,875.47,28.12,4.72,4.0,0.0
20230301:1410,621.05,716.22,23.13,4.86,4.34,0.0
20230301:1510,432.15,499.25,16.29,4.61,4.41,0.0
20230301:1610,177.5,226.56,8.17,3.7,3.79,0.0
20230301:1710,0.0,0.0,0.0,1.95,3.66,0.0
20230301:1810,0.0,0.0,0.0,0.59,3.52,0.0
20230301:1910,0.0,0.0,0.0,0.66,3.45,0.0
20230301:2010,0.0,0.0,0.0,0.15,3.24,0.0
20230301:2110,0.0,0.0,0.0,-0.22,3.24,0.0
20230301:2210,0.0,0.0,0.0,-0.5,3.1,0.0
20230301:2310,0.0,0.0,0.0,-0.77,2.97,0.0
20230302:0010,0.0,0.0,0.0,-1.01,2.9,0.0
20230302:0110,0.0,0.0,0.0,-1.23,2.9,0.0
20230302:0210,0.0,0.0,0.0,-1.39,2.9,0.0
20230302:0310,0.0,0.0,0.0,-1.52,3.03,0.0
20230302:0410,0.0,0.0,0.0,-1.59,3.24,0.0
20230302:0510,0.0,0.0,0.0,-1.64,3.31,0.0
20230302:0610,0.0,0.0,0.0,-1.63,3.24,0.0
20230302:0710,149.97,192.99,7.48,-1.29,3.38,0.0
20230302:0810,402.65,460.09,15.73,0.17,3.1,0.0
20230302:0910,597.57,683.11,22.77,2.17,3.59,0.0
20230302:1010,723.37,841.82,28.02,3.91,3.72,0.0
20230302:1110,802.76,948.76,30.92,5.32,3.86,0.0
20230302:1210,737.32,869.61,31.08,6.29,3.86,0.0
20230302:1310,724.44,854.99,28.47,6.92,3.86,0.0
20230302:1410,602.17,703.02,23.46,7.07,3.93,0.0
20230302:1510,416.16,486.93,16.59,6.82,3.86,0.0
20230302:1610,172.6,222.89,8.45,5.97,3.31,0.0
20230302:1710,0.0,0.0,0.0,4.2,3.24,0.0
20230302:1810,0.0,0.0,0.0,2.61,3.31,0.0
20230302:1910,0.0,0.0,0.0,2.17,3.45,0.0
20230302:2010,0.0,0.0,0.0,1.26,3.24,0.0
20230302:2110,0.0,0.0,0.0,0.5,3.03,0.0
20230302:2210,0.0,0.0,0.0,-0.06,2.83,0.0
20230302:2310,0.0,0.0,0.0,-0.57,2.62,0.0
20230303:0010,0.0,0.0,0.0,-1.01,2.55,0.0
20230303:0110,0.0,0.0,0.0,-1.16,2.48,0.0
20230303:0210,0.0,0.0,0.0,-1.06,2.41,0.0
20230303:0310,0.0,0.0,0.0,-0.84,2.41,0.0
20230303:0410,0.0,0.0,0.0,-0.91,2.69,0.0
20230303:0510,0.0,0.0,0.0,-1.06,2.83,0.0
20230303:0610,0.0,0.0,0.0,-1.2,2.69,0.0
20230303:0710,26.71,44.29,7.82,-1.33,2.9,0.0
20230303:0810,54.7,76.71,16.09,-0.73,2.69,0.0
20230303:0910,56.96,79.48,23.13,-0.04,2.69,0.0
20230303:1010,64.84,88.72,28.4,0.92,2.62,0.0
20230303:1110,73.58,98.88,31.31,1.68,2.34,0.0
20230303:1210,59.43,83.17,31.46,2.65,2.41,0.0
20230303:1310,111.02,141.4,28.83,3.23,2.62,0.0
20230303:1410,377.73,435.71,23.79,3.63,2.62,0.0
20230303:1510,422.77,491.29,16.9,3.73,2.55,0.0
20230303:1610,171.81,219.74,8.74,3.54,2.28,0.0
20230303:1710,0.0,0.0,0.0,2.99,1.59,0.0
20230303:1810,0.0,0.0,0.0,2.45,1.38,0.0
20230303:1910,0.0,0.0,0.0,1.94,1.03,0.0
20230303:2010,0.0,0.0,0.0,1.38,1.03,0.0
20230303:2110,0.0,0.0,0.0,0.98,1.38,0.0
20230303:2210,0.0,0.0,0.0,1.21,1.45,0.0
20230303:2310,0.0,0.0,0.0,1.05,1.66,0.0
20230304:0010,0.0,0.0,0.0,0.67,1.86,0.0
20230304:0110,0.0,0.0,0.0,0.64,1.93,0.0
20230304:0210,0.0,0.0,0.0,0.33,2.0,0.0
20230304:0310,0.0,0.0,0.0,0.66,1.93,0.0
20230304:0410,0.0,0.0,0.0,0.65,2.0,0.0
20230304:0510,0.0,0.0,0.0,0.68,2.0,0.0
20230304:0610,0.0,0.0,0.0,0.9,2.0,0.0
20230304:0710,21.27,37.72,8.16,1.15,2.0,0.0
20230304:0810,65.87,90.37,16.44,2.42,2.69,0.0
20230304:0910,185.73,222.53,23.51,3.13,2.83,0.0
20230304:1010,115.91,147.11,28.78,4.08,3.31,0.0
20230304:1110,51.74,74.86,31.69,4.67,3.59,0.0
20230304:1210,25.51,43.44,31.83,5.09,3.52,0.0
20230304:1310,32.95,52.68,29.19,5.33,3.66,0.0
20230304:1410,47.56,70.24,24.12,5.69,3.93,0.0
20230304:1510,59.71,84.42,17.2,5.84,4.0,0.0
20230304:1610,30.84,50.41,9.02,5.38,3.59,0.0
20230304:1710,0.0,0.0,0.0,4.56,3.52,0.0
20230304:1810,0.0,0.0,0.0,3.76,3.31,0.0
20230304:1910,0.0,0.0,0.0,3.5,2.69,0.0
20230304:2010,0.0,0.0,0.0,3.23,2.62,0.0
20230304:2110,0.0,0.0,0.0,2.73,2.41,0.0
20230304:2210,0.0,0.0,0.0,2.3,2.34,0.0
20230304:2310,0.0,0.0,0.0,2.19,2.21,0.0
20230305:0010,0.0,0.0,0.0,2.11,2.07,0.0
20230305:0110,0.0,0.0,0.0,2.06,2.07,0.0
20230305:0210,0.0,0.0,0.0,1.7,2.21,0.0
20230305:0310,0.0,0.0,0.0,1.58,2.34,0.0
20230305:0410,0.0,0.0,0.0,1.61,2.48,0.0
20230305:0510,0.0,0.0,0.0,1.17,2.48,0.0
20230305:0610,0.0,0.0,0.0,1.11,2.48,0.0
20230305:0710,30.62,49.5,8.5,1.58,2.62,0.0
20230305:0810,69.28,94.0,16.8,1.79,2.62,0.0
20230305:0910,66.9,91.49,23.88,2.32,3.31,0.0
20230305:1010,79.06,105.35,29.17,2.7,3.24,0.0
20230305:1110,121.82,153.41,32.08,3.43,3.03,0.0
20230305:1210,124.69,157.11,32.21,4.16,2.9,0.0
20230305:1310,131.49,164.83,29.54,4.69,3.1,0.0
20230305:1410,132.98,166.23,24.45,4.7,3.03,0.0
20230305:1510,98.32,127.66,17.51,4.56,2.83,0.0
20230305:1610,60.46,86.46,9.3,4.21,2.34,0.0
20230305:1710,0.0,0.0,0.0,3.41,1.79,0.0
20230305:1810,0.0,0.0,0.0,2.48,1.86,0.0
20230305:1910,0.0,0.0,0.0,1.77,1.86,0.0
20230305:2010,0.0,0.0,0.0,1.5,1.79,0.0
20230305:2110,0.0,0.0,0.0,1.1,1.79,0.0
20230305:2210,0.0,0.0,0.0,1.01,1.72,0.0
20230305:2310,0.0,0.0,0.0,0.9,1.79,0.0
20230306:0010,0.0,0.0,0.0,0.67,1.86,0.0
20230306:0110,0.0,0.0,0.0,0.57,2.0,0.0
20230306:0210,0.0,0.0,0.0,0.35,2.07,0.0
20230306:0310,0.0,0.0,0.0,0.1,2.28,0.0
20230306:0410,0.0,0.0,0.0,-0.15,2.34,0.0
20230306:0510,0.0,0.0,0.0,-0.33,2.34,0.0
20230306:0610,0.0,0.0,0.0,-0.04,2.76,0.0
20230306:0710,52.92,76.48,8.85,0.32,3.93,0.0
20230306:0810,101.25,128.81,17.16,0.82,3.86,0.0
20230306:0910,92.25,119.38,24.25,1.59,4.14,0.0
20230306:1010,88.34,115.52,29.56,2.37,3.79,0.0
20230306:1110,63.28,87.79,32.47,3.47,3.17,0.0
20230306:1210,153.76,188.95,32.6,3.98,3.17,0.0
20230306:1310,362.56,420.09,29.9,4.62,3.1,0.0
20230306:1410,195.32,234.63,24.78,4.87,3.1,0.0
20230306:1510,141.77,175.67,17.81,4.66,3.24,0.0
20230306:1610,84.26,114.59,9.59,3.96,3.79,0.0
20230306:1710,0.0,0.0,0.0,3.23,3.52,0.0
20230306:1810,0.0,0.0,0.0,2.86,3.38,0.0
20230306:1910,0.0,0.0,0.0,2.42,3.52,0.0
20230306:2010,0.0,0.0,0.0,2.32,4.14,0.0
20230306:2110,0.0,0.0,0.0,2.06,4.97,0.0
20230306:2210,0.0,0.0,0.0,1.58,5.24,0.0
20230306:2310,0.0,0.0,0.0,1.64,5.45,0.0
20230307:0010,0.0,0.0,0.0,2.52,5.93,0.0
20230307:0110,0.0,0.0,0.0,2.74,6.07,0.0
20230307:0210,0.0,0.0,0.0,2.71,6.0,0.0
20230307:0310,0.0,0.0,0.0,2.49,5.72,0.0
20230307:0410,0.0,0.0,0.0,2.46,5.38,0.0
20230307:0510,0.0,0.0,0.0,2.5,4.97,0.0
20230307:0610,0.0,0.0,0.0,2.53,4.62,0.0
20230307:0710,7.78,19.41,9.2,2.39,5.1,0.0
20230307:0810,29.64,48.06,17.52,2.34,4.28,0.0
20230307:0910,42.93,63.77,24.63,1.86,5.17,0.0
20230307:1010,45.33,66.54,29.94,1.81,5.38,0.0
20230307:1110,58.19,81.33,32.87,1.64,4.0,0.0
20230307:1210,106.27,134.93,32.98,1.39,3.45,0.0
20230307:1310,95.28,122.91,30.26,1.42,2.76,0.0
20230307:1410,77.81,103.51,25.11,1.38,2.34,0.0
20230307:1510,70.64,95.43,18.12,1.41,2.41,0.0
20230307:1610,15.11,29.57,9.87,1.49,2.62,0.0
20230307:1710,0.0,0.0,0.0,1.24,2.34,0.0
20230307:1810,0.0,0.0,0.0,0.9,2.62,0.0
20230307:1910,0.0,0.0,0.0,0.59,2.9,0.0
20230307:2010,0.0,0.0,0.0,0.4,2.62,0.0
20230307:2110,0.0,0.0,0.0,0.08,2.69,0.0
20230307:2210,0.0,0.0,0.0,-0.19,2.69,0.0
20230307:2310,0.0,0.0,0.0,-0.15,2.83,0.0
20230308:0010,0.0,0.0,0.0,-0.14,2.28,0.0
20230308:0110,0.0,0.0,0.0,-0.53,1.93,0.0
20230308:0210,0.0,0.0,0.0,-0.39,2.21,0.0
20230308:0310,0.0,0.0,0.0,-0.69,1.31,0.0
20230308:0410,0.0,0.0,0.0,-0.62,1.38,0.0
20230308:0510,0.0,0.0,0.0,-0.58,1.59,0.0
20230308:0610,0.0,0.0,0.0,-0.4,1.86,0.0
20230308:0710,8.53,20.33,9.55,-0.31,2.14,0.0
20230308:0810,17.34,32.35,17.88,0.04,2.28,0.0
20230308:0910,21.65,37.89,25.01,0.44,2.9,0.0
20230308:1010,95.47,122.91,30.34,1.07,2.97,0.0
20230308:1110,109.47,138.62,33.26,1.45,2.76,0.0
20230308:1210,67.05,91.49,33.36,1.65,2.55,0.0
20230308:1310,55.62,78.55,30.62,1.77,2.14,0.0
20230308:1410,84.96,111.82,25.44,2.06,2.21,0.0
20230308:1510,34.24,53.6,18.42,2.01,2.07,0.0
20230308:1610,22.98,39.74,10.15,1.57,2.0,0.0
20230308:1710,0.0,0.0,0.0,1.19,1.79,0.0
20230308:1810,0.0,0.0,0.0,0.95,1.59,0.0
20230308:1910,0.0,0.0,0.0,0.89,1.93,0.0
20230308:2010,0.0,0.0,0.0,0.87,1.72,0.0
20230308:2110,0.0,0.0,0.0,0.87,1.66,0.0
20230308:2210,0.0,0.0,0.0,1.12,1.38,0.0
20230308:2310,0.0,0.0,0.0,1.44,1.24,0.0
20230309:0010,0.0,0.0,0.0,1.56,0.9,0.0
20230309:0110,0.0,0.0,0.0,1.96,1.03,0.0
20230309:0210,0.0,0.0,0.0,1.49,1.38,0.0
20230309:0310,0.0,0.0,0.0,1.3,1.24,0.0
20230309:0410,0.0,0.0,0.0,1.11,0.76,0.0
20230309:0510,0.0,0.0,0.0,1.05,0.48,0.0
20230309:0610,0.0,0.0,0.0,0.93,0.69,0.0
20230309:0710,10.4,23.1,9.9,0.88,0.48,0.0
20230309:0810,89.32,116.63,18.25,1.22,0.21,0.0
20230309:0910,81.57,108.13,25.39,1.64,0.69,0.0
20230309:1010,57.03,80.4,30.73,2.19,1.1,0.0
20230309:1110,56.05,79.48,33.66,2.88,1.24,0.0
20230309:1210,89.26,117.37,33.75,3.36,1.59,0.0
20230309:1310,71.22,97.04,30.98,3.54,1.59,0.0
20230309:1410,32.41,51.75,25.77,3.68,1.52,0.0
20230309:1510,20.49,36.97,18.72,4.29,1.52,0.0
20230309:1610,60.74,86.74,10.44,4.99,2.0,0.0
20230309:1710,0.0,0.0,0.0,6.01,2.21,0.0
20230309:1810,0.0,0.0,0.0,6.63,2.14,0.0
20230309:1910,0.0,0.0,0.0,6.81,2.55,0.0
20230309:2010,0.0,0.0,0.0,7.55,3.45,0.0
20230309:2110,0.0,0.0,0.0,8.13,4.21,0.0
20230309:2210,0.0,0.0,0.0,8.52,4.55,0.0
20230309:2310,0.0,0.0,0.0,8.64,4.48,0.0
20230310:0010,0.0,0.0,0.0,8.51,4.48,0.0
20230310:0110,0.0,0.0,0.0,8.61,4.76,0.0
20230310:0210,0.0,0.0,0.0,8.79,5.52,0.0
20230310:0310,0.0,0.0,0.0,8.96,5.93,0.0
20230310:0410,0.0,0.0,0.0,8.85,5.59,0.0
20230310:0510,0.0,0.0,0.0,8.48,5.1,0.0
20230310:0610,0.0,0.0,0.0,8.13,4.69,0.0
20230310:0710,82.42,114.43,10.26,8.4,4.41,0.0
20230310:0810,170.81,210.75,18.61,8.57,4.28,0.0
20230310:0910,178.36,219.84,25.77,8.98,3.38,0.0
20230310:1010,538.47,637.21,31.12,9.73,3.52,0.0
20230310:1110,139.01,177.5,34.05,10.49,3.38,0.0
20230310:1210,108.49,143.24,34.13,11.45,3.31,0.0
20230310:1310,131.82,169.27,31.34,10.64,3.59,0.0
20230310:1410,37.49,59.15,26.1,9.69,4.21,0.0
20230310:1510,20.06,36.97,19.02,8.57,4.07,0.0
20230310:1610,81.12,112.23,10.72,7.78,2.83,0.0
20230310:1710,0.0,0.92,1.69,4.41,6.69,0.0
20230310:1810,0.0,0.0,0.0,1.13,8.14,0.0
20230310:1910,0.0,0.0,0.0,0.5,7.59,0.0
20230310:2010,0.0,0.0,0.0,0.29,6.69,0.0
20230310:2110,0.0,0.0,0.0,0.15,6.07,0.0
20230310:2210,0.0,0.0,0.0,-0.14,6.07,0.0
20230310:2310,0.0,0.0,0.0,-0.5,5.66,0.0
20230311:0010,0.0,0.0,0.0,-0.79,4.97,0.0
20230311:0110,0.0,0.0,0.0,-1.17,4.34,0.0
20230311:0210,0.0,0.0,0.0,-1.44,3.66,0.0
20230311:0310,0.0,0.0,0.0,-1.95,2.97,0.0
20230311:0410,0.0,0.0,0.0,-2.3,2.62,0.0
20230311:0510,0.0,0.0,0.0,-2.74,2.41,0.0
20230311:0610,0.0,0.0,0.0,-3.0,2.14,0.0
20230311:0710,185.32,229.79,10.61,-2.18,1.79,0.0
20230311:0810,423.31,484.98,18.98,-0.53,1.79,0.0
20230311:0910,602.69,696.06,26.15,1.2,2.07,0.0
20230311:1010,529.02,613.52,31.52,2.33,1.79,0.0
20230311:1110,596.11,705.34,34.45,3.23,1.17,0.0
20230311:1210,622.01,739.07,34.51,3.61,1.24,0.0
20230311:1310,540.4,632.13,31.7,3.89,1.79,0.0
20230311:1410,566.92,662.78,26.43,4.27,2.07,0.0
20230311:1510,385.48,449.89,19.33,4.43,2.28,0.0
20230311:1610,91.49,122.7,11.0,4.19,2.21,0.0
20230311:1710,0.0,0.92,1.96,3.66,1.31,0.0
20230311:1810,0.0,0.0,0.0,2.26,1.03,0.0
20230311:1910,0.0,0.0,0.0,0.56,1.93,0.0
20230311:2010,0.0,0.0,0.0,-0.57,2.21,0.0
20230311:2110,0.0,0.0,0.0,-1.04,2.34,0.0
20230311:2210,0.0,0.0,0.0,-0.96,2.41,0.0
20230311:2310,0.0,0.0,0.0,-0.53,2.55,0.0
20230312:0010,0.0,0.0,0.0,-0.02,2.62,0.0
20230312:0110,0.0,0.0,0.0,0.12,2.83,0.0
20230312:0210,0.0,0.0,0.0,0.56,3.03,0.0
20230312:0310,0.0,0.0,0.0,0.67,3.03,0.0
20230312:0410,0.0,0.0,0.0,0.91,3.1,0.0
20230312:0510,0.0,0.0,0.0,1.05,3.31,0.0
20230312:0610,0.0,0.92,1.9,0.86,3.52,0.0
20230312:0710,48.31,70.41,10.97,1.39,4.21,0.0
20230312:0810,175.61,209.99,19.35,1.76,4.21,0.0
20230312:0910,153.32,186.79,26.54,2.69,4.0,0.0
20230312:1010,70.71,96.11,31.91,3.33,4.14,0.0
20230312:1110,55.63,79.48,34.85,5.14,4.21,0.0
20230312:1210,115.24,147.87,34.9,6.87,4.69,0.0
20230312:1310,137.94,173.82,32.06,7.91,5.17,0.0
20230312:1410,97.36,128.46,26.76,8.27,4.97,0.0
20230312:1510,55.48,80.4,19.63,8.66,4.76,0.0
20230312:1610,22.16,39.74,11.28,8.86,4.76,0.0
20230312:1710,0.0,2.77,2.23,8.67,4.62,0.0
20230312:1810,0.0,0.0,0.0,8.24,4.41,0.0
20230312:1910,0.0,0.0,0.0,8.35,4.28,0.0
20230312:2010,0.0,0.0,0.0,8.2,4.21,0.0
20230312:2110,0.0,0.0,0.0,8.12,4.48,0.0
20230312:2210,0.0,0.0,0.0,7.99,4.62,0.0
20230312:2310,0.0,0.0,0.0,8.07,4.97,0.0
20230313:0010,0.0,0.0,0.0,8.23,5.03,0.0
20230313:0110,0.0,0.0,0.0,8.04,4.83,0.0
20230313:0210,0.0,0.0,0.0,8.36,5.52,0.0
20230313:0310,0.0,0.0,0.0,8.95,6.21,0.0
20230313:0410,0.0,0.0,0.0,9.48,6.34,0.0
20230313:0510,0.0,0.0,0.0,10.02,6.48,0.0
20230313:0610,0.0,1.85,2.25,10.32,6.41,0.0
20230313:0710,5.64,16.63,11.33,11.22,7.17,0.0
20230313:0810,35.7,57.3,19.72,11.53,7.38,0.0
20230313:0910,313.49,371.52,26.92,11.52,7.38,0.0
