Latitude (decimal degrees):	52.497
Longitude (decimal degrees):	13.334
Elevation (m):	44
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230406:1911,0.0,0.0,0.0,5.12,2.41,0.0
20230406:2011,0.0,0.0,0.0,3.59,2.34,0.0
20230406:2111,0.0,0.0,0.0,2.1,2.21,0.0
20230406:2211,0.0,0.0,0.0,1.04,2.07,0.0
20230406:2311,0.0,0.0,0.0,0.5,1.93,0.0
20230407:0011,0.0,0.0,0.0,0.21,1.79,0.0
20230407:0111,0.0,0.0,0.0,-0.21,1.72,0.0
20230407:0211,0.0,0.0,0.0,-0.96,1.86,0.0
20230407:0311,0.0,0.0,0.0,-1.55,1.93,0.0
20230407:0411,0.0,0.0,0.0,-1.52,1.86,0.0
20230407:0511,0.0,4.59,5.69,-1.36,1.79,0.0
20230407:0611,98300.0,129.48,14.8,0.82,1.52,0.0
20230407:0711,257700.0,304.94,23.63,3.23,1.93,0.0
20230407:0811,213450.0,255.44,31.68,4.22,2.21,0.0
20230407:0911,254670.0,302.17,38.34,4.86,2.48,0.0
20230407:1011,147740.0,183.7,42.81,5.2,2.41,0.0
20230407:1111,193750.0,234.46,44.34,4.37,2.14,0.0
20230407:1211,270010.0,318.86,42.62,4.05,2.28,0.0
20230407:1311,102320.0,132.26,38.0,4.1,2.14,0.0
20230407:1411,67190.0,92.77,31.24,4.64,2.21,0.0
20230407:1511,68700.0,94.6,23.12,4.93,2.21,0.0
20230407:1611,46640.0,69.17,14.26,4.93,2.07,0.0
20230407:1711,8090.0,20.28,5.15,4.8,1.66,0.0
20230407:1811,0.0,0.0,0.0,4.61,1.66,0.0
20230407:1911,0.0,0.0,0.0,4.29,1.86,0.0
20230407:2011,0.0,0.0,0.0,4.25,2.07,0.0
20230407:2111,0.0,0.0,0.0,4.19,2.21,0.0
20230407:2211,0.0,0.0,0.0,4.16,2.34,0.0
20230407:2311,0.0,0.0,0.0,4.12,2.34,0.0
20230408:0011,0.0,0.0,0.0,4.15,2.34,0.0
20230408:0111,0.0,0.0,0.0,4.15,2.28,0.0
20230408:0211,0.0,0.0,0.0,4.15,2.28,0.0
20230408:0311,0.0,0.0,0.0,4.19,2.34,0.0
20230408:0411,0.0,0.0,0.0,4.22,2.34,0.0
20230408:0511,340.0,6.43,6.03,4.41,2.28,0.0
20230408:0611,37260.0,57.86,15.14,4.99,2.21,0.0
20230408:0711,103670.0,134.74,23.98,5.94,2.28,0.0
20230408:0811,115580.0,148.8,32.04,7.02,2.48,0.0
20230408:0911,159280.0,198.77,38.71,8.11,2.83,0.0
20230408:1011,292710.0,350.75,43.19,8.89,2.97,0.0
20230408:1111,139020.0,177.27,44.72,10.03,3.17,0.0
20230408:1211,300960.0,362.79,42.97,10.69,3.17,0.0
20230408:1311,464090.0,555.23,38.31,11.28,3.1,0.0
20230408:1411,506690.0,608.1,31.52,11.66,2.9,0.0
20230408:1511,320140.0,390.02,23.38,11.71,2.69,0.0
20230408:1611,127910.0,176.23,14.52,11.58,2.48,0.0
20230408:1711,8150.0,26.63,5.4,10.81,1.66,0.0
20230408:1811,0.0,0.0,0.0,9.52,1.79,0.0
20230408:1911,0.0,0.0,0.0,7.71,1.66,0.0
20230408:2011,0.0,0.0,0.0,6.4,1.66,0.0
20230408:2111,0.0,0.0,0.0,5.45,1.38,0.0
20230408:2211,0.0,0.0,0.0,5.53,0.83,0.0
20230408:2311,0.0,0.0,0.0,5.59,0.14,0.0
20230409:0011,0.0,0.0,0.0,5.22,0.41,0.0
20230409:0111,0.0,0.0,0.0,4.6,0.83,0.0
20230409:0211,0.0,0.0,0.0,3.83,0.97,0.0
20230409:0311,0.0,0.0,0.0,2.94,1.1,0.0
20230409:0411,0.0,0.0,0.0,1.91,1.38,0.0
20230409:0511,17150.0,33.2,6.37,1.6,1.38,0.0
20230409:0611,95580.0,127.36,15.48,3.6,0.69,0.0
20230409:0711,273510.0,326.5,24.32,4.31,0.76,0.0
20230409:0811,468220.0,555.4,32.4,5.65,0.97,0.0
20230409:0911,634030.0,766.56,39.09,6.9,1.31,0.0
20230409:1011,770660.0,956.5,43.57,8.32,1.52,0.0
20230409:1111,825930.0,1046.1,45.09,9.41,1.38,0.0
20230409:1211,801850.0,1015.11,43.32,10.33,1.38,0.0
20230409:1311,717250.0,893.86,38.63,11.16,1.52,0.0
20230409:1411,579300.0,709.61,31.81,11.67,1.52,0.0
20230409:1511,389520.0,478.23,23.65,11.87,1.59,0.0
20230409:1611,159960.0,222.65,14.77,11.64,1.66,0.0
20230409:1711,9440.0,27.99,5.65,10.83,1.45,0.0
20230409:1811,0.0,0.0,0.0,9.97,1.52,0.0
20230409:1911,0.0,0.0,0.0,8.72,2.0,0.0
20230409:2011,0.0,0.0,0.0,7.66,2.07,0.0
20230409:2111,0.0,0.0,0.0,6.79,2.14,0.0
20230409:2211,0.0,0.0,0.0,6.18,2.07,0.0
20230409:2311,0.0,0.0,0.0,5.62,1.86,0.0
20230410:0011,0.0,0.0,0.0,4.54,1.72,0.0
20230410:0111,0.0,0.0,0.0,3.89,1.59,0.0
20230410:0211,0.0,0.0,0.0,3.48,1.52,0.0
20230410:0311,0.0,0.0,0.0,2.89,1.52,0.0
20230410:0411,0.0,0.0,0.0,2.25,1.59,0.0
20230410:0511,20800.0,38.83,6.71,1.95,1.59,0.0
20230410:0611,79840.0,108.43,15.82,4.33,1.31,0.0
20230410:0711,376080.0,451.7,24.67,6.33,0.69,0.0
20230410:0811,559150.0,678.08,32.76,8.8,1.03,0.0
20230410:0911,681120.0,842.1,39.46,11.1,1.66,0.0
20230410:1011,803560.0,1008.46,43.95,12.64,2.48,0.0
20230410:1111,813340.0,1019.28,45.46,13.75,3.1,0.0
20230410:1211,777970.0,970.21,43.66,14.48,3.31,0.0
20230410:1311,661280.0,809.58,38.94,14.73,3.72,0.0
20230410:1411,543030.0,655.79,32.09,14.43,4.07,0.0
20230410:1511,367120.0,449.15,23.91,14.36,4.0,0.0
20230410:1611,152070.0,212.02,15.02,13.96,3.24,0.0
20230410:1711,12880.0,34.29,5.9,12.99,3.1,0.0
20230410:1811,0.0,0.0,0.0,11.31,3.52,0.0
20230410:1911,0.0,0.0,0.0,11.45,3.93,0.0
20230410:2011,0.0,0.0,0.0,11.1,4.28,0.0
20230410:2111,0.0,0.0,0.0,10.79,4.14,0.0
20230410:2211,0.0,0.0,0.0,10.36,4.0,0.0
20230410:2311,0.0,0.0,0.0,9.95,4.14,0.0
20230411:0011,0.0,0.0,0.0,9.65,4.21,0.0
20230411:0111,0.0,0.0,0.0,9.44,4.28,0.0
20230411:0211,0.0,0.0,0.0,9.31,4.21,0.0
20230411:0311,0.0,0.0,0.0,8.53,3.79,0.0
20230411:0411,0.0,0.0,0.0,7.63,3.17,0.0
20230411:0511,21770.0,50.23,7.04,7.19,2.9,0.0
20230411:0611,12530.0,26.64,16.16,7.16,2.83,0.0
20230411:0711,41980.0,64.29,25.01,8.28,2.97,0.0
20230411:0811,75250.0,103.79,33.11,9.32,3.24,0.0
20230411:0911,190690.0,235.29,39.82,9.89,4.07,0.0
20230411:1011,738740.0,889.03,44.32,10.8,4.48,0.0
20230411:1111,436920.0,521.14,45.83,11.98,4.76,0.0
20230411:1211,358230.0,425.88,44.0,10.84,5.31,0.0
20230411:1311,31100.0,51.44,39.25,10.82,5.79,0.0
20230411:1411,43020.0,66.13,32.37,10.84,5.17,0.0
20230411:1511,228920.0,278.78,24.17,10.35,5.38,0.0
20230411:1611,124740.0,168.94,15.27,9.97,4.76,0.0
20230411:1711,14350.0,35.86,6.15,9.76,4.21,0.0
20230411:1811,0.0,0.0,0.0,8.84,4.14,0.0
20230411:1911,0.0,0.0,0.0,6.65,2.9,0.0
20230411:2011,0.0,0.0,0.0,6.0,2.34,0.0
20230411:2111,0.0,0.0,0.0,5.22,1.93,0.0
20230411:2211,0.0,0.0,0.0,4.35,1.79,0.0
20230411:2311,0.0,0.0,0.0,3.2,1.86,0.0
20230412:0011,0.0,0.0,0.0,2.35,1.93,0.0
20230412:0111,0.0,0.0,0.0,2.09,1.72,0.0
20230412:0211,0.0,0.0,0.0,1.72,1.66,0.0
20230412:0311,0.0,0.0,0.0,0.89,1.72,0.0
20230412:0411,0.0,0.0,0.0,0.0,2.0,0.0
20230412:0511,23820.0,52.81,7.38,-0.11,2.0,0.0
20230412:0611,197770.0,256.5,16.49,3.08,1.93,0.0
20230412:0711,422160.0,500.37,25.35,6.61,2.48,0.0
20230412:0811,612290.0,727.38,33.46,9.02,3.31,0.0
20230412:0911,753760.0,911.38,40.19,10.89,3.93,0.0
20230412:1011,837820.0,1025.86,44.7,12.34,4.55,0.0
20230412:1111,862230.0,1061.98,46.19,13.31,4.83,0.0
20230412:1211,580740.0,699.31,44.35,14.11,5.17,0.0
20230412:1311,389970.0,469.08,39.56,14.3,5.31,0.0
20230412:1411,86250.0,118.49,32.65,13.84,4.9,0.0
20230412:1511,126050.0,164.01,24.42,12.56,3.86,0.0
20230412:1611,32500.0,53.27,15.52,10.96,3.38,0.0
20230412:1711,13610.0,28.63,6.4,10.09,3.1,0.0
20230412:1811,0.0,0.0,0.0,9.62,3.31,0.0
20230412:1911,0.0,0.0,0.0,9.82,3.17,0.0
20230412:2011,0.0,0.0,0.0,9.72,3.24,0.0
20230412:2111,0.0,0.0,0.0,9.24,3.17,0.0
20230412:2211,0.0,0.0,0.0,8.89,3.03,0.0
20230412:2311,0.0,0.0,0.0,8.89,3.1,0.0
20230413:0011,0.0,0.0,0.0,8.85,3.03,0.0
20230413:0111,0.0,0.0,0.0,8.46,3.17,0.0
20230413:0211,0.0,0.0,0.0,7.73,2.69,0.0
20230413:0311,0.0,0.0,0.0,6.78,2.41,0.0
20230413:0411,0.0,0.0,0.0,6.08,2.28,0.0
20230413:0511,1570.0,9.18,7.7,5.75,2.07,0.0
20230413:0611,42280.0,64.29,16.82,6.63,1.93,0.0
20230413:0711,82940.0,112.06,25.68,7.73,2.48,0.0
20230413:0811,413790.0,489.21,33.81,8.79,3.03,0.0
20230413:0911,520190.0,616.98,40.55,9.89,3.72,0.0
20230413:1011,542220.0,648.89,45.07,10.87,3.52,0.0
20230413:1111,332420.0,400.55,46.56,11.61,3.59,0.0
20230413:1211,416970.0,500.64,44.68,12.11,3.59,0.0
20230413:1311,242450.0,297.62,39.86,12.5,3.45,0.0
20230413:1411,518480.0,625.11,32.92,12.63,3.03,0.0
20230413:1511,227100.0,281.59,24.68,12.49,2.48,0.0
20230413:1611,51700.0,77.33,15.76,12.09,1.38,0.0
20230413:1711,10310.0,23.88,6.65,11.77,0.97,0.0
20230413:1811,0.0,0.0,0.0,10.68,1.24,0.0
20230413:1911,0.0,0.0,0.0,10.95,0.62,0.0
20230413:2011,0.0,0.0,0.0,10.27,0.34,0.0
20230413:2111,0.0,0.0,0.0,9.63,0.07,0.0
20230413:2211,0.0,0.0,0.0,7.24,1.17,0.0
20230413:2311,0.0,0.0,0.0,5.8,1.52,0.0
20230414:0011,0.0,0.0,0.0,5.27,1.45,0.0
20230414:0111,0.0,0.0,0.0,5.28,1.24,0.0
20230414:0211,0.0,0.0,0.0,5.19,1.24,0.0
20230414:0311,0.0,0.0,0.0,4.99,1.38,0.0
20230414:0411,0.0,0.0,0.0,5.04,1.45,0.0
20230414:0511,2050.0,10.1,8.03,5.12,1.38,0.0
20230414:0611,21480.0,38.58,17.14,6.65,1.17,0.0
20230414:0711,48980.0,72.56,26.02,7.62,1.86,0.0
20230414:0811,89200.0,119.4,34.16,8.03,2.28,0.0
20230414:0911,142420.0,180.02,40.91,8.38,2.76,0.0
20230414:1011,133630.0,169.92,45.43,8.52,3.52,0.0
20230414:1111,112580.0,146.04,46.92,8.46,3.52,0.0
20230414:1211,116680.0,150.63,45.02,8.45,3.72,0.0
20230414:1311,142720.0,180.02,40.16,8.48,4.0,0.0
20230414:1411,85980.0,115.73,33.2,8.45,3.52,0.0
20230414:1511,45810.0,68.89,24.93,8.28,3.03,0.0
20230414:1611,69440.0,97.44,16.01,8.16,2.9,0.0
20230414:1711,310.0,6.43,6.89,8.06,2.76,0.0
20230414:1811,0.0,0.0,0.0,7.87,2.76,0.0
20230414:1911,0.0,0.0,0.0,6.68,3.1,0.0
20230414:2011,0.0,0.0,0.0,6.49,2.97,0.0
20230414:2111,0.0,0.0,0.0,6.4,2.76,0.0
20230414:2211,0.0,0.0,0.0,6.48,2.48,0.0
20230414:2311,0.0,0.0,0.0,6.65,2.14,0.0
20230415:0011,0.0,0.0,0.0,6.94,1.93,0.0
20230415:0111,0.0,0.0,0.0,7.27,1.86,0.0
20230415:0211,0.0,0.0,0.0,7.81,1.93,0.0
20230415:0311,0.0,0.0,0.0,8.21,2.34,0.0
20230415:0411,0.0,0.0,0.0,8.54,2.76,0.0
20230415:0511,8020.0,20.21,8.35,8.65,3.03,0.0
20230415:0611,54980.0,80.09,17.47,8.99,3.24,0.0
20230415:0711,138150.0,175.71,26.35,9.64,3.66,0.0
20230415:0811,72690.0,101.03,34.5,10.08,4.41,0.0
20230415:0911,88500.0,119.4,41.26,10.06,3.52,0.0
20230415:1011,97240.0,129.51,45.8,10.3,4.0,0.0
20230415:1111,111490.0,146.04,47.27,10.35,3.1,0.0
20230415:1211,87500.0,118.49,45.35,10.34,2.83,0.0
20230415:1311,96200.0,128.59,40.46,10.38,2.62,0.0
20230415:1411,89840.0,121.24,33.47,10.42,2.76,0.0
20230415:1511,43060.0,66.13,25.19,10.27,2.62,0.0
20230415:1611,37100.0,58.78,16.25,10.01,2.55,0.0
20230415:1711,20830.0,39.32,7.14,9.87,2.34,0.0
20230415:1811,0.0,0.0,0.0,9.43,2.34,0.0
20230415:1911,0.0,0.0,0.0,9.27,2.41,0.0
20230415:2011,0.0,0.0,0.0,9.12,2.34,0.0
20230415:2111,0.0,0.0,0.0,8.97,2.34,0.0
20230415:2211,0.0,0.0,0.0,8.83,2.21,0.0
20230415:2311,0.0,0.0,0.0,8.73,2.07,0.0
20230416:0011,0.0,0.0,0.0,8.62,1.93,0.0
20230416:0111,0.0,0.0,0.0,8.49,1.79,0.0
20230416:0211,0.0,0.0,0.0,8.33,1.79,0.0
20230416:0311,0.0,0.0,0.0,8.19,2.0,0.0
20230416:0411,0.0,0.0,0.0,8.12,2.07,0.0
20230416:0511,2480.0,11.02,8.67,8.14,2.14,0.0
20230416:0611,37400.0,58.78,17.79,8.34,2.28,0.0
20230416:0711,64380.0,90.93,26.67,8.58,2.55,0.0
20230416:0811,117030.0,151.55,34.83,8.89,2.76,0.0
20230416:0911,70530.0,98.28,41.61,9.34,3.66,0.0
20230416:1011,86330.0,116.65,46.16,9.48,3.31,0.0
20230416:1111,106660.0,140.53,47.63,10.34,2.97,0.0
20230416:1211,83310.0,113.89,45.68,10.75,2.41,0.0
20230416:1311,65970.0,93.69,40.76,10.98,2.69,0.0
20230416:1411,47450.0,71.64,33.74,11.08,2.97,0.0
20230416:1511,25980.0,45.01,25.44,10.91,3.24,0.0
20230416:1611,47580.0,71.64,16.49,10.61,3.45,0.0
20230416:1711,23280.0,43.49,7.38,10.23,3.31,0.0
20230416:1811,0.0,0.0,0.0,9.33,2.97,0.0
20230416:1911,0.0,0.0,0.0,8.74,2.97,0.0
20230416:2011,0.0,0.0,0.0,8.36,2.9,0.0
20230416:2111,0.0,0.0,0.0,8.04,2.83,0.0
20230416:2211,0.0,0.0,0.0,7.8,2.76,0.0
20230416:2311,0.0,0.0,0.0,7.6,2.83,0.0
20230417:0011,0.0,0.0,0.0,7.36,2.83,0.0
20230417:0111,0.0,0.0,0.0,7.15,2.83,0.0
20230417:0211,0.0,0.0,0.0,6.9,2.83,0.0
20230417:0311,0.0,0.0,0.0,6.51,2.83,0.0
20230417:0411,0.0,0.0,0.0,5.99,2.9,0.0
20230417:0511,35190.0,59.3,8.99,5.52,2.76,0.0
20230417:0611,92670.0,123.07,18.1,5.68,2.83,0.0
20230417:0711,169820.0,209.32,26.99,7.03,3.38,0.0
20230417:0811,226000.0,273.26,35.17,8.09,3.24,0.0
20230417:0911,293510.0,351.33,41.96,9.39,3.72,0.0
20230417:1011,444280.0,528.39,46.52,10.32,3.79,0.0
20230417:1111,597000.0,716.56,47.98,10.88,3.66,0.0
20230417:1211,179110.0,223.78,46.01,11.13,3.66,0.0
20230417:1311,63060.0,90.01,41.06,10.6,3.93,0.0
20230417:1411,36390.0,57.86,34.01,10.05,4.34,0.0
20230417:1511,66570.0,93.69,25.69,9.44,4.0,0.0
20230417:1611,51020.0,75.32,16.73,9.09,3.45,0.0
20230417:1711,24830.0,45.38,7.62,8.6,2.76,0.0
20230417:1811,0.0,0.0,0.0,8.07,2.83,0.0
20230417:1911,0.0,0.0,0.0,7.53,2.9,0.0
20230417:2011,0.0,0.0,0.0,7.18,3.1,0.0
20230417:2111,0.0,0.0,0.0,7.04,3.31,0.0
20230417:2211,0.0,0.0,0.0,7.06,3.38,0.0
20230417:2311,0.0,0.0,0.0,6.88,3.38,0.0
20230418:0011,0.0,0.0,0.0,6.43,3.24,0.0
20230418:0111,0.0,0.0,0.0,5.66,3.03,0.0
20230418:0211,0.0,0.0,0.0,5.28,2.9,0.0
20230418:0311,0.0,0.0,0.0,4.79,2.83,0.0
20230418:0411,0.0,0.0,0.0,4.71,2.76,0.0
20230418:0511,36150.0,70.01,9.3,4.93,2.76,0.0
20230418:0611,135080.0,173.78,18.42,5.79,2.9,0.0
20230418:0711,224510.0,269.84,27.31,6.34,3.31,0.0
20230418:0811,331720.0,390.96,35.5,7.74,3.93,0.0
20230418:0911,264170.0,317.39,42.31,9.17,4.07,0.0
20230418:1011,316110.0,378.77,46.87,10.36,4.07,0.0
20230418:1111,305970.0,369.88,48.33,12.07,4.28,0.0
20230418:1211,276010.0,337.68,46.34,13.35,3.79,0.0
20230418:1311,146190.0,188.29,41.35,13.64,3.31,0.0
20230418:1411,117830.0,155.23,34.27,13.37,3.31,0.0
20230418:1511,93010.0,126.19,25.93,13.09,3.38,0.0
20230418:1611,78580.0,110.15,16.97,12.77,3.59,0.0
20230418:1711,19460.0,37.0,7.86,12.03,4.07,0.0
20230418:1811,0.0,0.0,0.0,11.08,4.34,0.0
20230418:1911,0.0,0.0,0.0,9.43,4.21,0.0
20230418:2011,0.0,0.0,0.0,8.28,4.0,0.0
20230418:2111,0.0,0.0,0.0,7.38,3.86,0.0
20230418:2211,0.0,0.0,0.0,6.67,3.72,0.0
20230418:2311,0.0,0.0,0.0,5.93,3.66,0.0
20230419:0011,0.0,0.0,0.0,5.28,3.72,0.0
20230419:0111,0.0,0.0,0.0,4.54,3.79,0.0
20230419:0211,0.0,0.0,0.0,3.85,3.72,0.0
20230419:0311,0.0,0.0,0.0,3.45,3.72,0.0
20230419:0411,0.0,0.0,0.0,3.23,3.72,0.0
20230419:0511,36290.0,74.41,9.61,3.33,3.86,0.0
20230419:0611,223810.0,285.41,18.73,4.53,3.72,0.0
20230419:0711,457900.0,534.6,27.63,6.57,4.9,0.0
20230419:0811,639160.0,745.61,35.83,8.07,5.38,0.0
20230419:0911,418910.0,492.19,42.65,9.45,5.52,0.0
20230419:1011,847180.0,1016.73,47.22,10.58,5.86,0.0
20230419:1111,697360.0,830.13,48.68,11.17,6.0,0.0
20230419:1211,424330.0,502.66,46.66,11.32,5.93,0.0
20230419:1311,521930.0,613.11,41.64,10.69,6.34,0.0
20230419:1411,102270.0,134.1,34.53,8.75,6.34,0.0
20230419:1511,17270.0,33.07,26.18,7.16,5.72,0.0
20230419:1611,23750.0,41.33,17.21,6.0,4.97,0.0
20230419:1711,24340.0,42.71,8.1,5.45,4.76,0.0
20230419:1811,0.0,0.0,0.0,5.46,2.41,0.0
20230419:1911,0.0,0.0,0.0,5.64,3.24,0.0
20230419:2011,0.0,0.0,0.0,5.84,3.03,0.0
20230419:2111,0.0,0.0,0.0,5.95,3.31,0.0
20230419:2211,0.0,0.0,0.0,6.15,3.45,0.0
20230419:2311,0.0,0.0,0.0,6.04,3.03,0.0
20230420:0011,0.0,0.0,0.0,5.97,2.62,0.0
20230420:0111,0.0,0.0,0.0,5.96,2.28,0.0
20230420:0211,0.0,0.0,0.0,5.94,2.0,0.0
20230420:0311,0.0,0.0,0.0,5.85,1.72,0.0
20230420:0411,0.0,0.0,0.0,5.62,1.38,0.0
20230420:0511,7540.0,19.29,9.91,5.62,0.97,0.0
20230420:0611,106590.0,140.06,19.03,6.39,0.97,0.0
20230420:0711,176460.0,217.69,27.94,7.34,2.21,0.0
20230420:0811,116490.0,150.63,36.15,8.44,2.83,0.0
20230420:0911,79260.0,108.38,42.99,9.15,3.03,0.0
20230420:1011,388480.0,466.57,47.57,10.37,2.48,0.0
20230420:1111,379190.0,457.1,49.02,11.71,3.03,0.0
20230420:1211,362570.0,438.66,46.98,12.83,3.38,0.0
20230420:1311,479870.0,579.63,41.93,13.62,3.59,0.0
20230420:1411,202600.0,253.8,34.79,14.36,3.45,0.0
20230420:1511,84960.0,117.57,26.42,14.73,3.59,0.0
20230420:1611,153840.0,210.91,17.44,14.5,3.1,0.0
20230420:1711,23170.0,49.71,8.34,13.98,3.17,0.0
20230420:1811,0.0,0.0,0.0,12.64,3.24,0.0
20230420:1911,0.0,0.0,0.0,11.52,3.03,0.0
20230420:2011,0.0,0.0,0.0,10.75,3.03,0.0
20230420:2111,0.0,0.0,0.0,10.29,3.03,0.0
20230420:2211,0.0,0.0,0.0,9.72,2.97,0.0
20230420:2311,0.0,0.0,0.0,9.25,2.97,0.0
20230421:0011,0.0,0.0,0.0,8.79,3.1,0.0
20230421:0111,0.0,0.0,0.0,8.52,3.38,0.0
20230421:0211,0.0,0.0,0.0,8.27,3.52,0.0
20230421:0311,0.0,0.0,0.0,8.04,3.59,0.0
20230421:0411,0.0,0.0,0.0,7.75,3.52,0.0
20230421:0511,42940.0,78.29,10.22,7.86,3.31,0.0
20230421:0611,211610.0,274.88,19.33,9.31,2.83,0.0
20230421:0711,430110.0,517.51,28.25,11.52,3.45,0.0
20230421:0811,600790.0,726.28,36.47,13.4,3.72,0.0
20230421:0911,741030.0,916.31,43.32,15.12,3.79,0.0
20230421:1011,813310.0,1023.5,47.92,16.65,3.93,0.0
20230421:1111,848700.0,1074.47,49.36,17.86,4.41,0.0
20230421:1211,743950.0,928.35,47.29,18.2,4.76,0.0
20230421:1311,695830.0,861.53,42.22,18.46,4.97,0.0
20230421:1411,578560.0,711.24,35.05,18.55,4.76,0.0
20230421:1511,385940.0,481.04,26.66,18.34,4.0,0.0
20230421:1611,171600.0,241.97,17.68,17.71,3.31,0.0
20230421:1711,21130.0,49.6,8.57,16.51,2.97,0.0
20230421:1811,0.0,0.0,0.0,14.42,2.97,0.0
20230421:1911,0.0,0.0,0.0,13.41,3.1,0.0
20230421:2011,0.0,0.0,0.0,12.28,3.17,0.0
20230421:2111,0.0,0.0,0.0,11.44,3.24,0.0
20230421:2211,0.0,0.0,0.0,10.73,3.1,0.0
20230421:2311,0.0,0.0,0.0,10.01,2.97,0.0
20230422:0011,0.0,0.0,0.0,9.27,2.9,0.0
20230422:0111,0.0,0.0,0.0,8.55,2.83,0.0
20230422:0211,0.0,0.0,0.0,7.89,2.76,0.0
20230422:0311,0.0,0.0,0.0,7.29,2.69,0.0
20230422:0411,0.0,0.0,0.0,6.74,2.69,0.0
20230422:0511,42400.0,82.15,10.51,7.14,2.62,0.0
20230422:0611,220100.0,286.32,19.63,9.32,2.41,0.0
20230422:0711,430930.0,522.81,28.55,12.03,2.55,0.0
20230422:0811,603400.0,740.33,36.78,14.32,2.69,0.0
20230422:0911,735440.0,927.17,43.65,16.41,2.76,0.0
20230422:1011,796240.0,1022.41,48.26,18.11,2.9,0.0
20230422:1111,821850.0,1060.96,49.7,19.37,3.31,0.0
20230422:1211,804790.0,1035.4,47.61,19.97,3.52,0.0
20230422:1311,712270.0,903.77,42.5,20.26,3.59,0.0
20230422:1411,564710.0,706.36,35.31,20.39,3.59,0.0
20230422:1511,381380.0,481.1,26.9,20.23,3.45,0.0
20230422:1611,174010.0,248.23,17.91,19.67,2.83,0.0
20230422:1711,20780.0,50.35,8.81,18.29,2.55,0.0
20230422:1811,0.0,0.0,0.0,16.27,2.76,0.0
20230422:1911,0.0,0.0,0.0,14.96,2.83,0.0
20230422:2011,0.0,0.0,0.0,13.86,2.97,0.0
20230422:2111,0.0,0.0,0.0,13.13,2.97,0.0
20230422:2211,0.0,0.0,0.0,12.54,3.03,0.0
20230422:2311,0.0,0.0,0.0,12.28,3.1,0.0
20230423:0011,0.0,0.0,0.0,11.92,2.97,0.0
20230423:0111,0.0,0.0,0.0,11.8,2.69,0.0
20230423:0211,0.0,0.0,0.0,11.5,2.34,0.0
20230423:0311,0.0,0.0,0.0,11.18,2.14,0.0
20230423:0411,0.0,0.86,1.9,11.05,2.21,0.0
20230423:0511,7290.0,19.29,10.81,11.59,2.34,0.0
20230423:0611,36620.0,58.78,19.92,12.54,2.34,0.0
20230423:0711,33480.0,55.11,28.85,13.67,2.28,0.0
20230423:0811,107930.0,144.2,37.09,13.79,2.41,0.0
20230423:0911,83040.0,114.81,43.98,13.5,2.9,0.0
20230423:1011,141840.0,182.78,48.6,13.07,3.38,0.0
20230423:1111,288590.0,353.4,50.03,12.88,2.69,0.0
20230423:1211,587210.0,723.19,47.92,13.56,2.28,0.0
20230423:1311,673020.0,834.72,42.78,15.32,2.9,0.0
20230423:1411,355110.0,435.75,35.56,15.98,2.97,0.0
20230423:1511,301190.0,376.26,27.14,16.53,2.41,0.0
20230423:1611,176960.0,250.58,18.14,16.74,1.31,0.0
20230423:1711,29400.0,56.37,9.04,16.35,0.9,0.0
20230423:1811,0.0,0.0,0.0,14.34,2.28,0.0
20230423:1911,0.0,0.0,0.0,12.87,2.55,0.0
20230423:2011,0.0,0.0,0.0,11.83,2.76,0.0
20230423:2111,0.0,0.0,0.0,11.09,2.76,0.0
20230423:2211,0.0,0.0,0.0,10.73,2.9,0.0
20230423:2311,0.0,0.0,0.0,10.49,2.9,0.0
20230424:0011,0.0,0.0,0.0,10.32,2.83,0.0
20230424:0111,0.0,0.0,0.0,10.41,2.69,0.0
20230424:0211,0.0,0.0,0.0,10.64,2.55,0.0
20230424:0311,0.0,0.0,0.0,10.67,2.62,0.0
20230424:0411,0.0,2.58,2.2,10.9,2.83,0.0
20230424:0511,41390.0,66.02,11.1,11.08,3.17,0.0
20230424:0611,196110.0,255.01,20.21,11.7,3.1,0.0
20230424:0711,376550.0,457.53,29.14,12.39,2.48,0.0
20230424:0811,341870.0,414.64,37.4,13.09,2.9,0.0
20230424:0911,214400.0,267.42,44.3,13.91,3.38,0.0
20230424:1011,512890.0,624.26,48.93,14.51,3.59,0.0
20230424:1111,401040.0,488.92,50.36,15.27,3.93,0.0
20230424:1211,669220.0,821.17,48.23,15.1,4.14,0.0
20230424:1311,492360.0,598.38,43.06,15.88,4.41,0.0
20230424:1411,312340.0,381.7,35.82,15.85,4.97,0.0
20230424:1511,117150.0,155.52,27.38,15.59,5.03,0.0
20230424:1611,57040.0,84.52,18.37,15.21,5.1,0.0
20230424:1711,30920.0,53.13,9.27,13.56,5.72,0.0
20230424:1811,0.0,0.0,0.0,11.64,5.86,0.0
20230424:1911,0.0,0.0,0.0,10.1,5.72,0.0
20230424:2011,0.0,0.0,0.0,9.5,4.9,0.0
20230424:2111,0.0,0.0,0.0,8.99,3.86,0.0
20230424:2211,0.0,0.0,0.0,8.51,3.38,0.0
20230424:2311,0.0,0.0,0.0,8.15,3.38,0.0
20230425:0011,0.0,0.0,0.0,8.07,3.79,0.0
