Latitude (decimal degrees):	52.522
Longitude (decimal degrees):	13.360
Elevation (m):	35
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230412:1311,413470.0,495.96,39.53,14.3,5.31,0.0
20230412:1411,82290.0,113.78,32.62,13.96,5.1,0.0
20230412:1511,131630.0,169.6,24.4,12.74,4.0,0.0
20230412:1611,30120.0,50.28,15.5,11.17,3.52,0.0
20230412:1711,19160.0,35.7,6.39,10.17,3.17,0.0
20230412:1811,0.0,0.0,0.0,9.63,3.38,0.0
20230412:1911,0.0,0.0,0.0,9.84,3.24,0.0
20230412:2011,0.0,0.0,0.0,9.74,3.31,0.0
20230412:2111,0.0,0.0,0.0,9.3,3.24,0.0
20230412:2211,0.0,0.0,0.0,8.73,3.1,0.0
20230412:2311,0.0,0.0,0.0,8.64,3.1,0.0
20230413:0011,0.0,0.0,0.0,8.66,2.97,0.0
20230413:0111,0.0,0.0,0.0,8.42,3.1,0.0
20230413:0211,0.0,0.0,0.0,7.75,2.69,0.0
20230413:0311,0.0,0.0,0.0,6.8,2.41,0.0
20230413:0411,0.0,0.0,0.0,6.01,2.28,0.0
20230413:0511,1400.0,8.82,7.72,5.66,2.07,0.0
20230413:0611,40210.0,61.74,16.83,6.58,1.93,0.0
20230413:0711,79940.0,108.49,25.69,7.67,2.48,0.0
20230413:0811,501830.0,591.34,33.81,8.78,3.31,0.0
20230413:0911,565490.0,671.71,40.54,9.85,3.72,0.0
20230413:1011,551810.0,660.25,45.05,10.86,3.52,0.0
20230413:1111,324330.0,390.55,46.53,11.64,3.66,0.0
20230413:1211,417860.0,501.27,44.65,12.18,3.59,0.0
20230413:1311,239620.0,293.84,39.83,12.58,3.52,0.0
20230413:1411,679070.0,828.55,32.9,12.69,3.17,0.0
20230413:1511,315980.0,380.33,24.66,12.58,2.55,0.0
20230413:1611,51720.0,77.03,15.74,12.19,1.52,0.0
20230413:1711,9680.0,22.93,6.63,11.85,1.03,0.0
20230413:1811,0.0,0.0,0.0,10.89,1.38,0.0
20230413:1911,0.0,0.0,0.0,10.3,0.83,0.0
20230413:2011,0.0,0.0,0.0,10.11,0.48,0.0
20230413:2111,0.0,0.0,0.0,9.47,0.07,0.0
20230413:2211,0.0,0.0,0.0,6.93,1.1,0.0
20230413:2311,0.0,0.0,0.0,5.75,1.59,0.0
20230414:0011,0.0,0.0,0.0,5.17,1.52,0.0
20230414:0111,0.0,0.0,0.0,5.15,1.38,0.0
20230414:0211,0.0,0.0,0.0,5.09,1.31,0.0
20230414:0311,0.0,0.0,0.0,5.07,1.45,0.0
20230414:0411,0.0,0.0,0.0,5.13,1.52,0.0
20230414:0511,1840.0,9.7,8.05,5.25,1.45,0.0
20230414:0611,20320.0,37.05,17.16,6.69,1.31,0.0
20230414:0711,46610.0,69.68,26.02,7.66,1.93,0.0
20230414:0811,85140.0,114.66,34.15,8.04,2.28,0.0
20230414:0911,136300.0,172.88,40.9,8.33,2.83,0.0
20230414:1011,127790.0,163.18,45.42,8.46,3.38,0.0
20230414:1111,107580.0,140.24,46.89,8.41,3.38,0.0
20230414:1211,111560.0,144.65,44.99,8.39,3.86,0.0
20230414:1311,135790.0,172.0,40.13,8.42,4.07,0.0
20230414:1411,82080.0,111.14,33.17,8.43,3.66,0.0
20230414:1511,43580.0,66.15,24.91,8.25,3.03,0.0
20230414:1611,82290.0,110.58,15.99,8.11,2.9,0.0
20230414:1711,220.0,6.17,6.88,7.99,2.76,0.0
20230414:1811,0.0,0.0,0.0,7.8,2.83,0.0
20230414:1911,0.0,0.0,0.0,6.62,3.1,0.0
20230414:2011,0.0,0.0,0.0,6.47,2.97,0.0
20230414:2111,0.0,0.0,0.0,6.46,2.69,0.0
20230414:2211,0.0,0.0,0.0,6.62,2.34,0.0
20230414:2311,0.0,0.0,0.0,6.87,2.0,0.0
20230415:0011,0.0,0.0,0.0,7.23,1.79,0.0
20230415:0111,0.0,0.0,0.0,7.53,1.86,0.0
20230415:0211,0.0,0.0,0.0,7.98,2.07,0.0
20230415:0311,0.0,0.0,0.0,8.27,2.48,0.0
20230415:0411,0.0,0.0,0.0,8.49,2.83,0.0
20230415:0511,7510.0,19.4,8.37,8.54,3.1,0.0
20230415:0611,55350.0,80.21,17.48,8.93,3.31,0.0
20230415:0711,146220.0,183.86,26.35,9.59,3.66,0.0
20230415:0811,70070.0,97.91,34.5,10.13,4.55,0.0
20230415:0911,84460.0,114.66,41.25,10.18,3.79,0.0
20230415:1011,92850.0,124.37,45.78,10.36,4.14,0.0
20230415:1111,106570.0,140.24,47.25,10.28,3.1,0.0
20230415:1211,83580.0,113.78,45.32,10.22,2.97,0.0
20230415:1311,91980.0,123.48,40.44,10.18,2.76,0.0
20230415:1411,85840.0,116.43,33.44,10.24,2.76,0.0
20230415:1511,40980.0,63.51,25.16,10.12,2.69,0.0
20230415:1611,35260.0,56.45,16.23,9.9,2.62,0.0
20230415:1711,58440.0,82.91,7.12,9.79,2.48,0.0
20230415:1811,0.0,0.0,0.0,9.39,2.41,0.0
20230415:1911,0.0,0.0,0.0,9.27,2.55,0.0
20230415:2011,0.0,0.0,0.0,9.11,2.48,0.0
20230415:2111,0.0,0.0,0.0,8.95,2.48,0.0
20230415:2211,0.0,0.0,0.0,8.83,2.34,0.0
20230415:2311,0.0,0.0,0.0,8.73,2.21,0.0
20230416:0011,0.0,0.0,0.0,8.62,2.07,0.0
20230416:0111,0.0,0.0,0.0,8.5,1.93,0.0
20230416:0211,0.0,0.0,0.0,8.33,2.0,0.0
20230416:0311,0.0,0.0,0.0,8.21,2.14,0.0
20230416:0411,0.0,0.0,0.0,8.12,2.21,0.0
20230416:0511,2250.0,10.58,8.69,8.17,2.28,0.0
20230416:0611,35530.0,56.45,17.8,8.35,2.41,0.0
20230416:0711,61370.0,87.32,26.68,8.53,2.62,0.0
20230416:0811,111900.0,145.54,34.83,8.93,3.03,0.0
20230416:0911,67250.0,94.38,41.61,9.32,3.66,0.0
20230416:1011,82370.0,112.02,46.14,9.56,3.38,0.0
20230416:1111,101780.0,134.95,47.6,10.59,2.97,0.0
20230416:1211,79490.0,109.37,45.65,10.85,2.62,0.0
20230416:1311,62900.0,89.97,40.73,10.98,2.83,0.0
20230416:1411,45160.0,68.8,33.71,11.01,2.97,0.0
20230416:1511,24630.0,43.22,25.41,10.85,3.24,0.0
20230416:1611,45280.0,68.8,16.47,10.57,3.45,0.0
20230416:1711,95540.0,124.96,7.37,10.18,3.38,0.0
20230416:1811,0.0,0.0,0.0,9.23,3.03,0.0
20230416:1911,0.0,0.0,0.0,8.62,3.03,0.0
20230416:2011,0.0,0.0,0.0,8.22,3.03,0.0
20230416:2111,0.0,0.0,0.0,7.88,2.9,0.0
20230416:2211,0.0,0.0,0.0,7.62,2.76,0.0
20230416:2311,0.0,0.0,0.0,7.42,2.83,0.0
20230417:0011,0.0,0.0,0.0,7.16,2.76,0.0
20230417:0111,0.0,0.0,0.0,6.93,2.76,0.0
20230417:0211,0.0,0.0,0.0,6.6,2.83,0.0
20230417:0311,0.0,0.0,0.0,6.09,2.9,0.0
20230417:0411,0.0,0.0,0.0,5.52,2.9,0.0
20230417:0511,114610.0,143.62,9.01,5.11,2.76,0.0
20230417:0611,112520.0,143.05,18.12,5.45,2.83,0.0
20230417:0711,188170.0,228.18,27.0,6.95,3.38,0.0
20230417:0811,233000.0,280.21,35.17,8.06,3.31,0.0
20230417:0911,294410.0,351.6,41.95,9.39,3.79,0.0
20230417:1011,444950.0,528.29,46.5,10.29,3.86,0.0
20230417:1111,598150.0,716.58,47.96,10.82,3.79,0.0
20230417:1211,171890.0,215.06,45.98,10.92,3.79,0.0
20230417:1311,60170.0,86.44,41.03,10.35,4.07,0.0
20230417:1411,34590.0,55.57,33.98,9.91,4.34,0.0
20230417:1511,63470.0,89.97,25.66,9.37,4.0,0.0
20230417:1611,47850.0,71.44,16.71,8.97,3.45,0.0
20230417:1711,102470.0,131.92,7.61,8.47,2.76,0.0
20230417:1811,0.0,0.0,0.0,7.94,2.97,0.0
20230417:1911,0.0,0.0,0.0,7.41,3.1,0.0
20230417:2011,0.0,0.0,0.0,6.95,3.24,0.0
20230417:2111,0.0,0.0,0.0,6.89,3.38,0.0
20230417:2211,0.0,0.0,0.0,6.88,3.45,0.0
20230417:2311,0.0,0.0,0.0,6.66,3.38,0.0
20230418:0011,0.0,0.0,0.0,6.19,3.24,0.0
20230418:0111,0.0,0.0,0.0,5.47,3.03,0.0
20230418:0211,0.0,0.0,0.0,5.14,2.9,0.0
20230418:0311,0.0,0.0,0.0,4.72,2.83,0.0
20230418:0411,0.0,0.0,0.0,4.63,2.83,0.0
20230418:0511,310590.0,357.39,9.32,4.89,2.83,0.0
20230418:0611,231000.0,272.52,18.43,5.73,2.9,0.0
20230418:0711,281740.0,330.77,27.32,6.26,3.17,0.0
20230418:0811,374690.0,438.54,35.5,7.63,3.79,0.0
20230418:0911,262420.0,314.84,42.3,9.2,4.14,0.0
20230418:1011,309150.0,370.36,46.85,10.48,4.14,0.0
20230418:1111,298110.0,360.51,48.3,12.25,4.34,0.0
20230418:1211,268780.0,328.92,46.31,13.47,3.86,0.0
20230418:1311,139170.0,179.93,41.32,13.7,3.66,0.0
20230418:1411,112630.0,149.06,34.24,13.49,3.66,0.0
20230418:1511,90040.0,122.5,25.91,13.08,3.59,0.0
20230418:1611,95530.0,127.73,16.95,12.6,3.86,0.0
20230418:1711,29590.0,49.26,7.85,11.76,4.28,0.0
20230418:1811,0.0,0.0,0.0,10.74,4.41,0.0
20230418:1911,0.0,0.0,0.0,9.04,4.21,0.0
20230418:2011,0.0,0.0,0.0,7.86,4.07,0.0
20230418:2111,0.0,0.0,0.0,6.98,3.93,0.0
20230418:2211,0.0,0.0,0.0,6.28,3.79,0.0
20230418:2311,0.0,0.0,0.0,5.53,3.72,0.0
20230419:0011,0.0,0.0,0.0,4.91,3.79,0.0
20230419:0111,0.0,0.0,0.0,4.24,3.79,0.0
20230419:0211,0.0,0.0,0.0,3.68,3.79,0.0
20230419:0311,0.0,0.0,0.0,3.35,3.79,0.0
20230419:0411,0.0,0.0,0.0,3.18,3.79,0.0
20230419:0511,400730.0,453.26,9.63,3.34,3.93,0.0
20230419:0611,621030.0,715.57,18.74,4.6,3.79,0.0
20230419:0711,773230.0,906.08,27.64,6.65,5.03,0.0
20230419:0811,833190.0,987.87,35.83,8.16,5.52,0.0
20230419:0911,438480.0,513.81,42.64,9.52,5.72,0.0
20230419:1011,875390.0,1052.79,47.21,10.61,6.07,0.0
20230419:1111,701560.0,833.47,48.65,11.1,6.28,0.0
20230419:1211,425450.0,502.45,46.63,11.15,6.21,0.0
20230419:1311,574660.0,673.9,41.61,10.37,6.48,0.0
20230419:1411,97080.0,127.89,34.51,8.33,6.34,0.0
20230419:1511,16340.0,31.75,26.16,6.74,5.79,0.0
20230419:1611,22530.0,39.69,17.19,5.72,5.38,0.0
20230419:1711,46820.0,68.3,8.09,5.31,4.9,0.0
20230419:1811,0.0,0.0,0.0,5.34,2.76,0.0
20230419:1911,0.0,0.0,0.0,5.64,3.45,0.0
20230419:2011,0.0,0.0,0.0,5.77,3.17,0.0
20230419:2111,0.0,0.0,0.0,5.88,3.45,0.0
20230419:2211,0.0,0.0,0.0,6.05,3.45,0.0
20230419:2311,0.0,0.0,0.0,6.0,3.1,0.0
20230420:0011,0.0,0.0,0.0,6.01,2.62,0.0
20230420:0111,0.0,0.0,0.0,6.02,2.21,0.0
20230420:0211,0.0,0.0,0.0,6.01,1.86,0.0
20230420:0311,0.0,0.0,0.0,5.94,1.59,0.0
20230420:0411,0.0,0.0,0.0,5.7,1.38,0.0
20230420:0511,7050.0,18.52,9.93,5.74,0.97,0.0
20230420:0611,136350.0,170.57,19.04,6.38,1.17,0.0
20230420:0711,194410.0,236.33,27.95,7.31,2.21,0.0
20230420:0811,111270.0,144.65,36.15,8.55,2.76,0.0
20230420:0911,75600.0,104.08,42.98,9.2,3.03,0.0
20230420:1011,383970.0,460.4,47.55,10.48,2.62,0.0
20230420:1111,370030.0,445.94,48.99,11.85,3.03,0.0
20230420:1211,357960.0,433.04,46.95,13.06,3.38,0.0
20230420:1311,519760.0,629.65,41.9,13.79,3.38,0.0
20230420:1411,205830.0,256.93,34.77,14.42,3.31,0.0
20230420:1511,80350.0,112.02,26.4,14.72,3.59,0.0
20230420:1611,401280.0,481.89,17.43,14.41,3.03,0.0
20230420:1711,279080.0,335.32,8.32,13.93,3.1,0.0
20230420:1811,0.0,0.0,0.0,12.65,3.31,0.0
20230420:1911,0.0,0.0,0.0,11.6,3.1,0.0
20230420:2011,0.0,0.0,0.0,10.81,3.03,0.0
20230420:2111,0.0,0.0,0.0,10.33,3.03,0.0
20230420:2211,0.0,0.0,0.0,9.69,2.97,0.0
20230420:2311,0.0,0.0,0.0,9.23,3.03,0.0
20230421:0011,0.0,0.0,0.0,8.79,3.17,0.0
20230421:0111,0.0,0.0,0.0,8.51,3.45,0.0
20230421:0211,0.0,0.0,0.0,8.26,3.59,0.0
20230421:0311,0.0,0.0,0.0,8.01,3.66,0.0
20230421:0411,0.0,0.0,0.0,7.72,3.52,0.0
20230421:0511,296200.0,345.45,10.23,7.85,3.38,0.0
20230421:0611,551290.0,651.49,19.34,9.35,2.9,0.0
20230421:0711,711770.0,862.62,28.25,11.58,3.45,0.0
20230421:0811,775020.0,955.1,36.47,13.45,3.72,0.0
20230421:0911,826790.0,1036.13,43.31,15.18,3.79,0.0
20230421:1011,837360.0,1058.3,47.9,16.69,3.93,0.0
20230421:1111,853580.0,1082.01,49.33,17.91,4.41,0.0
20230421:1211,772160.0,968.46,47.27,18.31,4.69,0.0
20230421:1311,792870.0,994.74,42.19,18.56,4.9,0.0
20230421:1411,776600.0,973.37,35.03,18.63,4.69,0.0
20230421:1511,683430.0,850.08,26.64,18.39,4.0,0.0
20230421:1611,530670.0,650.42,17.66,17.74,3.24,0.0
20230421:1711,342490.0,414.43,8.56,16.5,2.97,0.0
20230421:1811,0.0,0.0,0.0,14.43,2.97,0.0
20230421:1911,0.0,0.0,0.0,13.38,3.1,0.0
20230421:2011,0.0,0.0,0.0,12.22,3.17,0.0
20230421:2111,0.0,0.0,0.0,11.35,3.17,0.0
20230421:2211,0.0,0.0,0.0,10.6,3.1,0.0
20230421:2311,0.0,0.0,0.0,9.85,2.97,0.0
20230422:0011,0.0,0.0,0.0,9.09,2.83,0.0
20230422:0111,0.0,0.0,0.0,8.36,2.83,0.0
20230422:0211,0.0,0.0,0.0,7.74,2.83,0.0
20230422:0311,0.0,0.0,0.0,7.18,2.76,0.0
20230422:0411,0.0,0.0,0.0,6.67,2.69,0.0
20230422:0511,373210.0,432.72,10.53,7.11,2.69,0.0
20230422:0611,583450.0,694.32,19.64,9.32,2.48,0.0
20230422:0711,709960.0,871.21,28.56,12.02,2.62,0.0
20230422:0811,778170.0,976.56,36.78,14.28,2.76,0.0
20230422:0911,820120.0,1048.28,43.64,16.36,2.83,0.0
20230422:1011,819860.0,1056.09,48.24,18.05,2.97,0.0
20230422:1111,825580.0,1066.4,49.67,19.33,3.31,0.0
20230422:1211,837910.0,1083.47,47.58,19.96,3.59,0.0
20230422:1311,812090.0,1046.02,42.47,20.26,3.66,0.0
20230422:1411,757240.0,967.08,35.28,20.4,3.66,0.0
20230422:1511,674860.0,851.31,26.88,20.26,3.52,0.0
20230422:1611,544850.0,678.58,17.89,19.69,2.76,0.0
20230422:1711,361410.0,442.01,8.79,18.31,2.55,0.0
20230422:1811,0.0,0.0,0.0,16.28,2.76,0.0
20230422:1911,0.0,0.0,0.0,14.97,2.83,0.0
20230422:2011,0.0,0.0,0.0,13.86,2.97,0.0
20230422:2111,0.0,0.0,0.0,13.13,3.03,0.0
20230422:2211,0.0,0.0,0.0,12.55,3.1,0.0
20230422:2311,0.0,0.0,0.0,12.27,3.17,0.0
20230423:0011,0.0,0.0,0.0,11.9,3.03,0.0
20230423:0111,0.0,0.0,0.0,11.77,2.83,0.0
20230423:0211,0.0,0.0,0.0,11.53,2.48,0.0
20230423:0311,0.0,0.0,0.0,11.24,2.21,0.0
20230423:0411,0.0,0.88,1.93,11.07,2.21,0.0
20230423:0511,6810.0,18.52,10.83,11.54,2.28,0.0
20230423:0611,34790.0,56.45,19.94,12.51,2.34,0.0
20230423:0711,31790.0,52.92,28.86,13.66,2.28,0.0
20230423:0811,103180.0,138.48,37.09,13.69,2.41,0.0
20230423:0911,79300.0,110.25,43.97,13.33,2.76,0.0
20230423:1011,135790.0,175.52,48.58,12.92,3.38,0.0
20230423:1111,279330.0,341.95,50.0,12.71,2.62,0.0
20230423:1211,602900.0,743.12,47.89,13.29,2.21,0.0
20230423:1311,765170.0,961.89,42.75,15.02,2.83,0.0
20230423:1411,424960.0,518.13,35.54,15.81,3.03,0.0
20230423:1511,478660.0,586.21,27.12,16.39,2.55,0.0
20230423:1611,554160.0,690.48,18.12,16.57,1.45,0.0
20230423:1711,211240.0,263.12,9.03,16.26,0.83,0.0
20230423:1811,0.0,0.0,0.0,14.26,2.21,0.0
20230423:1911,0.0,0.0,0.0,12.78,2.48,0.0
20230423:2011,0.0,0.0,0.0,11.7,2.76,0.0
20230423:2111,0.0,0.0,0.0,10.94,2.83,0.0
20230423:2211,0.0,0.0,0.0,10.56,2.9,0.0
20230423:2311,0.0,0.0,0.0,10.34,2.9,0.0
20230424:0011,0.0,0.0,0.0,10.21,2.97,0.0
20230424:0111,0.0,0.0,0.0,10.3,2.76,0.0
20230424:0211,0.0,0.0,0.0,10.47,2.62,0.0
20230424:0311,0.0,0.0,0.0,10.51,2.62,0.0
20230424:0411,0.0,2.65,2.22,10.74,2.76,0.0
20230424:0511,71590.0,99.0,11.11,10.97,3.1,0.0
20230424:0611,457170.0,542.36,20.22,11.63,3.17,0.0
20230424:0711,589240.0,714.89,29.15,12.34,2.48,0.0
20230424:0811,386250.0,466.1,37.4,13.07,2.83,0.0
20230424:0911,207840.0,259.58,44.29,13.98,3.31,0.0
20230424:1011,516550.0,628.17,48.91,14.67,3.72,0.0
20230424:1111,392130.0,477.73,50.33,15.26,3.86,0.0
20230424:1211,690010.0,849.39,48.2,15.06,4.0,0.0
20230424:1311,537010.0,653.06,43.03,15.76,4.34,0.0
20230424:1411,356240.0,431.85,35.79,15.82,4.76,0.0
20230424:1511,116740.0,154.59,27.35,15.57,4.97,0.0
20230424:1611,56540.0,83.6,18.35,15.19,4.97,0.0
20230424:1711,72100.0,100.12,9.26,13.66,5.66,0.0
20230424:1811,0.0,0.0,0.0,11.68,5.79,0.0
20230424:1911,0.0,0.0,0.0,10.09,5.72,0.0
20230424:2011,0.0,0.0,0.0,9.47,5.03,0.0
20230424:2111,0.0,0.0,0.0,8.96,4.0,0.0
20230424:2211,0.0,0.0,0.0,8.51,3.52,0.0
20230424:2311,0.0,0.0,0.0,8.15,3.52,0.0
20230425:0011,0.0,0.0,0.0,8.08,3.86,0.0
20230425:0111,0.0,0.0,0.0,8.14,4.14,0.0
20230425:0211,0.0,0.0,0.0,8.06,4.14,0.0
20230425:0311,0.0,0.0,0.0,7.79,3.86,0.0
20230425:0411,0.0,1.76,2.51,7.73,3.66,0.0
20230425:0511,14300.0,29.11,11.4,7.73,3.31,0.0
20230425:0611,53370.0,77.62,20.51,7.83,3.79,0.0
20230425:0711,63770.0,89.97,29.44,8.43,4.0,0.0
20230425:0811,161950.0,201.56,37.7,8.68,3.93,0.0
20230425:0911,813120.0,979.09,44.61,9.34,4.48,0.0
20230425:1011,173130.0,215.22,49.24,9.91,4.69,0.0
20230425:1111,133020.0,170.23,50.66,10.69,5.24,0.0
20230425:1211,193160.0,238.6,48.5,10.91,5.31,0.0
20230425:1311,264510.0,319.25,43.3,11.35,5.52,0.0
20230425:1411,55590.0,81.15,36.04,10.98,5.72,0.0
20230425:1511,115730.0,150.27,27.59,10.67,5.45,0.0
20230425:1611,97820.0,129.05,18.58,10.12,4.97,0.0
20230425:1711,186600.0,225.36,9.49,9.64,4.28,0.0
20230425:1811,0.0,0.0,0.0,8.76,3.59,0.0
20230425:1911,0.0,0.0,0.0,7.49,3.31,0.0
20230425:2011,0.0,0.0,0.0,6.87,3.38,0.0
20230425:2111,0.0,0.0,0.0,6.24,3.59,0.0
20230425:2211,0.0,0.0,0.0,5.7,3.66,0.0
20230425:2311,0.0,0.0,0.0,5.11,3.79,0.0
20230426:0011,0.0,0.0,0.0,4.61,3.79,0.0
20230426:0111,0.0,0.0,0.0,4.24,3.79,0.0
20230426:0211,0.0,0.0,0.0,3.85,3.72,0.0
20230426:0311,0.0,0.0,0.0,3.54,3.72,0.0
20230426:0411,0.0,2.65,2.8,3.27,3.66,0.0
20230426:0511,457680.0,519.33,11.68,3.59,3.66,0.0
20230426:0611,661400.0,760.93,20.79,4.66,4.55,0.0
20230426:0711,635220.0,733.87,29.73,5.64,4.83,0.0
20230426:0811,258930.0,305.96,38.0,6.54,5.31,0.0
20230426:0911,451630.0,526.56,44.92,7.5,4.83,0.0
20230426:1011,234970.0,283.11,49.57,8.56,5.17,0.0
20230426:1111,92020.0,122.6,50.98,8.97,5.1,0.0
20230426:1211,585020.0,689.54,48.8,9.27,5.03,0.0
20230426:1311,724860.0,863.64,43.57,9.65,4.9,0.0
20230426:1411,113050.0,147.3,36.29,10.22,4.76,0.0
20230426:1511,243960.0,292.95,27.82,10.13,4.48,0.0
20230426:1611,70750.0,98.38,18.81,9.85,4.34,0.0
20230426:1711,139820.0,173.8,9.72,9.23,3.59,0.0
20230426:1811,0.0,0.0,0.0,8.24,2.83,0.0
20230426:1911,0.0,0.0,0.0,7.01,2.21,0.0
20230426:2011,0.0,0.0,0.0,5.89,2.0,0.0
20230426:2111,0.0,0.0,0.0,4.77,2.07,0.0
20230426:2211,0.0,0.0,0.0,3.76,2.21,0.0
20230426:2311,0.0,0.0,0.0,3.09,2.34,0.0
20230427:0011,0.0,0.0,0.0,2.54,2.28,0.0
20230427:0111,0.0,0.0,0.0,1.95,2.21,0.0
20230427:0211,0.0,0.0,0.0,1.63,2.07,0.0
20230427:0311,0.0,0.0,0.0,1.13,2.07,0.0
20230427:0411,0.0,1.76,3.08,0.98,2.0,0.0
20230427:0511,20820.0,37.05,11.96,2.06,1.79,0.0
20230427:0611,319470.0,370.67,21.07,4.68,2.21,0.0
20230427:0711,641310.0,760.22,30.01,6.35,2.41,0.0
20230427:0811,404810.0,474.38,38.29,7.41,3.38,0.0
20230427:0911,646780.0,768.85,45.23,8.22,3.59,0.0
20230427:1011,559150.0,665.1,49.89,9.13,3.45,0.0
20230427:1111,297760.0,357.44,51.3,9.65,3.45,0.0
20230427:1211,321980.0,385.94,49.1,10.06,3.31,0.0
20230427:1311,340260.0,406.73,43.84,10.22,3.24,0.0
20230427:1411,385070.0,457.69,36.53,10.41,3.31,0.0
20230427:1511,88830.0,119.96,28.05,10.41,2.83,0.0
20230427:1611,319710.0,379.76,19.03,10.27,2.34,0.0
20230427:1711,420930.0,498.09,9.94,9.99,1.79,0.0
20230427:1811,0.0,0.0,0.0,8.91,1.66,0.0
20230427:1911,0.0,0.0,0.0,7.23,1.24,0.0
20230427:2011,0.0,0.0,0.0,5.94,1.45,0.0
20230427:2111,0.0,0.0,0.0,5.34,1.38,0.0
20230427:2211,0.0,0.0,0.0,3.91,1.59,0.0
20230427:2311,0.0,0.0,0.0,2.45,2.0,0.0
20230428:0011,0.0,0.0,0.0,2.0,2.07,0.0
20230428:0111,0.0,0.0,0.0,1.94,2.07,0.0
20230428:0211,0.0,0.0,0.0,2.07,2.0,0.0
20230428:0311,0.0,0.0,0.0,2.24,1.93,0.0
20230428:0411,0.0,1.76,3.36,2.5,2.0,0.0
20230428:0511,182550.0,217.13,12.23,3.87,2.14,0.0
20230428:0611,385380.0,448.69,21.34,6.55,2.41,0.0
20230428:0711,632320.0,751.45,30.28,8.99,3.31,0.0
20230428:0811,630470.0,753.67,38.58,10.74,3.93,0.0
20230428:0911,649820.0,784.43,45.54,12.16,4.07,0.0
20230428:1011,763710.0,939.54,50.2,13.37,4.0,0.0
20230428:1111,503400.0,610.46,51.62,14.2,3.86,0.0
20230428:1211,554400.0,676.73,49.39,15.21,3.86,0.0
20230428:1311,244000.0,303.48,44.11,15.91,3.79,0.0
20230428:1411,70220.0,100.55,36.77,16.01,3.66,0.0
20230428:1511,94120.0,128.49,28.28,15.18,2.97,0.0
20230428:1611,32400.0,53.8,19.25,14.25,2.76,0.0
20230428:1711,84900.0,115.09,10.17,13.4,2.76,0.0
20230428:1811,0.0,0.0,0.0,12.77,2.83,0.0
20230428:1911,0.0,0.0,0.0,11.43,2.14,0.0
20230428:2011,0.0,0.0,0.0,11.05,2.34,0.0
20230428:2111,0.0,0.0,0.0,10.81,2.48,0.0
20230428:2211,0.0,0.0,0.0,10.59,2.34,0.0
20230428:2311,0.0,0.0,0.0,10.1,2.41,0.0
20230429:0011,0.0,0.0,0.0,9.76,2.34,0.0
20230429:0111,0.0,0.0,0.0,9.4,2.0,0.0
20230429:0211,0.0,0.0,0.0,9.05,1.66,0.0
20230429:0311,0.0,0.0,0.0,9.08,1.38,0.0
20230429:0411,2230.0,10.58,3.63,9.35,1.38,0.0
20230429:0511,7440.0,19.4,12.5,10.09,1.59,0.0
20230429:0611,33000.0,53.8,21.6,10.59,2.21,0.0
20230429:0711,96090.0,128.78,30.56,11.0,2.21,0.0
20230429:0811,90080.0,121.72,38.87,11.0,2.69,0.0
20230429:0911,98990.0,132.3,45.84,11.7,3.24,0.0
20230429:1011,75320.0,104.96,50.52,12.23,3.93,0.0
20230429:1111,128590.0,166.7,51.93,12.63,4.55,0.0
20230429:1211,139320.0,179.05,49.68,12.59,4.34,0.0
20230429:1311,258780.0,315.55,44.37,12.71,4.41,0.0
20230429:1411,112880.0,149.06,37.01,13.27,4.41,0.0
20230429:1511,463570.0,554.28,28.5,13.89,4.28,0.0
20230429:1611,95050.0,128.31,19.47,14.23,4.14,0.0
20230429:1711,361950.0,430.49,10.39,13.54,3.52,0.0
20230429:1811,0.0,0.0,0.0,12.25,3.1,0.0
20230429:1911,0.0,0.0,0.0,11.54,2.41,0.0
20230429:2011,0.0,0.0,0.0,10.42,2.41,0.0
20230429:2111,0.0,0.0,0.0,9.51,2.34,0.0
20230429:2211,0.0,0.0,0.0,8.66,2.41,0.0
20230429:2311,0.0,0.0,0.0,7.83,2.48,0.0
20230430:0011,0.0,0.0,0.0,6.85,2.55,0.0
20230430:0111,0.0,0.0,0.0,6.07,2.62,0.0
20230430:0211,0.0,0.0,0.0,5.32,2.55,0.0
20230430:0311,0.0,0.0,0.0,4.46,2.34,0.0
20230430:0411,3310.0,12.35,3.9,3.61,2.21,0.0
20230430:0511,519050.0,601.28,12.76,4.35,1.93,0.0
20230430:0611,679840.0,802.39,21.86,5.96,2.76,0.0
20230430:0711,771670.0,931.62,30.82,7.11,2.62,0.0
20230430:0811,817130.0,1004.21,39.14,8.16,2.41,0.0
20230430:0911,866050.0,1081.06,46.13,9.3,2.41,0.0
20230430:1011,855460.0,1069.83,50.83,10.33,2.55,0.0
20230430:1111,861540.0,1084.01,52.23,11.24,2.55,0.0
20230430:1211,853710.0,1079.79,49.97,11.98,2.41,0.0
20230430:1311,839510.0,1065.95,44.63,12.51,2.21,0.0
20230430:1411,794480.0,1006.16,37.25,12.77,1.93,0.0
20230430:1511,722810.0,906.62,28.72,12.78,1.66,0.0
20230430:1611,602600.0,740.97,19.69,12.57,1.45,0.0
20230430:1711,419510.0,503.96,10.61,12.14,1.31,0.0
20230430:1811,0.0,1.61,1.87,11.14,1.38,0.0
